fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,total SO2,density,pH,sulphates,alcohol,quality
6.1,0.19,0.37,2.6,0.041,99.0,0.99153,3.18,0.5,11.0,6
7.5,0.23,0.29,2.6,0.031,98.0,0.99194,3.0,0.54,11.0,6
6.1,0.19,0.37,2.6,0.041,99.0,0.99153,3.18,0.5,11.0,6
7.8,0.39,0.26,9.9,0.059,181.0,0.9955,3.04,0.42,11.0,6
6.1,0.17,0.28,4.5,0.033,150.0,0.9933,3.43,0.49,11.0,6
6.8,0.18,0.28,9.8,0.039,113.0,0.99406,3.11,0.45,11.0,7
5.9,0.21,0.23,7.9,0.033,130.0,0.9944,3.38,0.59,11.0,6
7.7,0.34,0.3,8.0,0.048,192.0,0.9951,2.97,0.47,11.0,5
6.7,0.24,0.36,8.4,0.042,123.0,0.99473,3.34,0.52,11.0,6
6.1,0.27,0.31,3.9,0.034,137.0,0.99218,3.24,0.46,11.0,6
8.2,0.15,0.48,2.7,0.052,190.0,0.995,3.5,0.45,11.0,7
6.1,0.25,0.28,10.0,0.055,131.0,0.994,3.22,0.35,11.0,6
7.2,0.27,0.28,15.2,0.046,41.0,0.99665,3.17,0.39,11.0,6
7.1,0.09,0.3,6.2,0.032,134.0,0.993,2.99,0.39,11.0,6
7.3,0.24,0.39,3.6,0.024,116.0,0.9928,3.17,0.51,11.0,5
7.2,0.27,0.28,15.2,0.046,41.0,0.99665,3.17,0.39,11.0,6
7.5,0.29,0.24,9.9,0.058,115.0,0.99567,3.15,0.46,11.0,5
6.8,0.21,0.31,2.9,0.046,121.0,0.9913,3.07,0.65,11.0,7
7.5,0.38,0.33,5.0,0.045,131.0,0.9942,3.32,0.44,11.0,6
6.8,0.23,0.31,2.8,0.047,122.0,0.99126,3.06,0.64,11.0,7
6.8,0.21,0.31,2.9,0.046,121.0,0.9913,3.07,0.65,11.0,7
8.2,0.29,0.33,9.1,0.036,118.0,0.9953,2.96,0.4,11.0,7
7.1,0.26,0.31,2.2,0.044,128.0,0.9937,3.34,0.64,11.0,8
7.5,0.33,0.28,4.9,0.042,155.0,0.99385,3.36,0.57,11.0,6
6.7,0.18,0.28,10.2,0.039,115.0,0.99469,3.11,0.45,11.0,7
6.7,0.24,0.36,8.4,0.042,123.0,0.99473,3.34,0.52,11.0,6
6.7,0.18,0.28,10.2,0.039,115.0,0.99469,3.11,0.45,11.0,7
6.1,0.24,0.27,11.5,0.05,133.0,0.99476,3.22,0.37,11.0,6
5.6,0.26,0.26,5.7,0.031,80.0,0.9923,3.25,0.38,11.0,5
6.4,0.22,0.3,11.2,0.046,149.0,0.99479,3.21,0.34,11.0,5
6.2,0.17,0.28,4.7,0.037,133.0,0.9931,3.41,0.46,11.0,7
6.3,0.21,0.29,11.7,0.048,147.0,0.99482,3.22,0.38,11.0,5
6.8,0.2,0.25,6.2,0.052,106.0,0.9935,3.09,0.54,11.0,5
6.3,0.2,0.26,12.7,0.046,143.0,0.99526,3.26,0.35,11.0,6
6.0,0.39,0.26,2.7,0.038,187.0,0.99325,3.41,0.5,11.0,6
5.9,0.22,0.29,4.2,0.037,144.0,0.99214,3.13,0.74,11.0,7
7.5,0.25,0.32,8.2,0.024,209.0,0.99563,3.12,0.46,11.0,6
6.1,0.31,0.34,2.8,0.042,162.0,0.99179,3.27,0.47,11.0,6
7.9,0.29,0.31,7.35,0.034,154.0,0.9938,3.06,0.31,11.0,5
6.8,0.16,0.29,10.4,0.046,143.0,0.99518,3.2,0.4,11.0,6
5.6,0.18,0.3,10.2,0.028,131.0,0.9954,3.49,0.42,11.0,7
6.8,0.22,0.32,5.9,0.054,152.0,0.9938,3.2,0.57,11.0,6
7.4,0.22,0.28,9.0,0.046,121.0,0.99468,3.1,0.55,11.0,5
5.9,0.14,0.25,4.5,0.027,140.0,0.9934,3.49,0.51,11.0,6
6.9,0.28,0.27,2.1,0.036,121.0,0.9926,3.42,0.49,11.0,7
8.6,0.23,0.25,11.3,0.031,96.0,0.99645,3.11,0.4,11.0,5
5.7,0.25,0.27,11.5,0.04,120.0,0.99411,3.33,0.31,11.0,6
8.1,0.24,0.38,4.3,0.044,172.0,0.996,3.37,0.74,11.0,6
8.9,0.26,0.33,8.1,0.024,202.0,0.99558,3.13,0.46,11.0,6
7.0,0.29,0.37,4.9,0.034,127.0,0.9928,3.17,0.44,11.0,6
7.1,0.21,0.31,3.8,0.021,142.0,0.99215,3.17,0.39,11.0,7
7.0,0.24,0.36,4.9,0.083,133.0,0.9942,3.33,0.37,11.0,6
6.9,0.22,0.31,6.3,0.029,131.0,0.99326,3.08,0.49,11.0,6
6.9,0.22,0.31,6.3,0.029,131.0,0.99326,3.08,0.49,11.0,6
6.6,0.16,0.21,6.7,0.055,157.0,0.99384,3.15,0.52,11.0,6
7.0,0.2,0.3,6.1,0.037,120.0,0.9939,3.24,0.51,11.0,5
7.0,0.21,0.31,6.0,0.046,108.0,0.9939,3.26,0.5,11.0,6
7.6,0.2,0.39,2.6,0.044,180.0,0.9941,3.46,0.44,11.0,7
5.9,0.44,0.36,2.5,0.03,73.0,0.99201,3.22,0.48,11.0,6
7.7,0.46,0.18,3.3,0.054,143.0,0.99392,3.12,0.51,11.0,6
7.7,0.46,0.18,3.3,0.054,143.0,0.99392,3.12,0.51,11.0,6
7.0,0.17,0.37,5.7,0.025,111.0,0.9938,3.2,0.49,11.0,6
6.9,0.22,0.43,6.4,0.042,115.0,0.99293,3.05,0.51,11.0,6
6.3,0.2,0.37,11.8,0.045,130.0,0.99519,3.2,0.35,11.0,5
5.8,0.23,0.31,4.5,0.046,124.0,0.99324,3.31,0.64,11.0,6
7.4,0.25,0.36,2.05,0.05,100.0,0.992,3.19,0.44,11.0,6
8.0,0.29,0.49,11.7,0.035,131.0,0.9958,3.14,0.34,11.0,5
6.8,0.26,0.32,7.0,0.041,118.0,0.9939,3.25,0.52,11.0,6
7.3,0.26,0.49,5.0,0.028,107.0,0.9936,3.24,0.54,11.0,6
7.3,0.26,0.49,5.0,0.028,107.0,0.9936,3.24,0.54,11.0,6
7.0,0.2,0.49,5.9,0.038,128.0,0.9938,3.21,0.48,11.0,6
6.4,0.145,0.49,5.4,0.048,164.0,0.9946,3.56,0.44,11.0,6
8.1,0.29,0.49,7.1,0.042,124.0,0.9944,3.14,0.41,11.0,6
8.1,0.29,0.49,7.1,0.042,124.0,0.9944,3.14,0.41,11.0,6
6.0,0.27,0.32,3.6,0.035,133.0,0.99215,3.23,0.46,11.0,6
6.6,0.3,0.25,8.0,0.036,124.0,0.99362,3.06,0.38,11.0,6
7.2,0.17,0.34,6.4,0.042,111.0,0.99278,2.99,0.4,11.0,6
7.4,0.25,0.29,6.8,0.02,113.0,0.99338,3.13,0.29,11.0,6
6.6,0.3,0.25,8.0,0.036,124.0,0.99362,3.06,0.38,11.0,6
6.6,0.3,0.25,8.0,0.036,124.0,0.99362,3.06,0.38,11.0,6
5.8,0.275,0.3,5.4,0.043,149.0,0.9926,3.33,0.42,11.0,7
6.2,0.28,0.41,5.0,0.043,188.0,0.99318,3.23,0.64,11.0,6
6.0,0.16,0.27,12.0,0.03,98.0,0.99402,3.15,0.34,11.0,5
6.6,0.22,0.34,11.6,0.05,140.0,0.99526,3.22,0.4,11.0,5
5.7,0.265,0.28,6.9,0.036,150.0,0.99299,3.36,0.44,11.0,7
5.7,0.265,0.28,6.9,0.036,150.0,0.99299,3.36,0.44,11.0,7
6.9,0.19,0.28,3.0,0.054,99.0,0.9924,3.16,0.4,11.0,6
6.6,0.19,0.28,11.8,0.042,137.0,0.99492,3.18,0.37,11.0,6
7.2,0.17,0.34,6.4,0.042,111.0,0.99278,2.99,0.4,11.0,6
5.4,0.205,0.16,12.55,0.051,115.0,0.99564,3.4,0.38,11.0,6
8.6,0.17,0.28,2.7,0.047,150.0,0.99365,3.1,0.56,11.0,6
6.9,0.19,0.39,8.0,0.028,84.0,0.994,3.11,0.66,11.0,6
5.5,0.315,0.38,2.6,0.033,69.0,0.9909,3.12,0.59,11.0,6
6.6,0.18,0.28,3.3,0.044,91.0,0.993,3.42,0.64,11.0,6
6.2,0.27,0.26,12.1,0.046,127.0,0.9951,3.16,0.37,11.0,6
5.6,0.205,0.16,12.55,0.051,115.0,0.99564,3.4,0.38,11.0,6
8.8,0.24,0.23,10.3,0.032,97.0,0.99571,3.13,0.4,11.0,6
7.8,0.29,0.33,8.75,0.035,181.0,0.9962,3.11,0.46,11.0,5
6.4,0.28,0.22,12.8,0.039,150.0,0.99535,3.23,0.43,11.0,6
5.6,0.26,0.27,10.6,0.03,119.0,0.9947,3.4,0.34,11.0,7
6.1,0.16,0.29,6.0,0.03,144.0,0.99474,3.68,0.46,11.0,6
6.9,0.22,0.32,9.3,0.04,110.0,0.9958,3.34,0.54,11.0,7
6.7,0.23,0.31,2.1,0.046,96.0,0.9926,3.33,0.64,11.0,8
7.6,0.29,0.26,6.5,0.042,160.0,0.9944,3.14,0.47,11.0,5
6.7,0.23,0.31,2.1,0.046,96.0,0.9926,3.33,0.64,11.0,8
6.0,0.34,0.29,6.1,0.046,134.0,0.99462,3.48,0.57,11.0,6
6.5,0.32,0.23,8.5,0.051,138.0,0.9943,3.03,0.42,11.0,5
6.0,0.34,0.29,6.1,0.046,134.0,0.99462,3.48,0.57,11.0,6
7.6,0.29,0.26,6.5,0.042,160.0,0.9944,3.14,0.47,11.0,5
7.5,0.42,0.14,10.7,0.046,95.0,0.9959,3.22,0.33,11.0,5
7.0,0.13,0.37,12.85,0.042,105.0,0.99581,3.05,0.55,11.0,6
8.3,0.49,0.43,2.5,0.036,116.0,0.9944,3.23,0.47,11.0,6
5.8,0.28,0.28,4.2,0.044,158.0,0.992,3.35,0.44,11.0,7
7.9,0.29,0.39,6.7,0.036,117.0,0.9938,3.12,0.42,11.0,5
7.9,0.25,0.35,6.7,0.039,64.0,0.99362,2.93,0.49,11.0,5
6.4,0.22,0.31,13.9,0.04,135.0,0.99672,3.21,0.38,11.0,5
7.7,0.28,0.33,6.7,0.037,155.0,0.9951,3.39,0.62,11.0,7
5.6,0.28,0.27,3.9,0.043,158.0,0.99202,3.35,0.44,11.0,7
5.6,0.28,0.28,4.2,0.044,158.0,0.992,3.35,0.44,11.0,7
6.8,0.19,0.32,7.6,0.049,107.0,0.99332,3.12,0.44,11.0,7
6.3,0.2,0.26,4.7,0.04,168.0,0.99278,3.07,0.75,11.0,7
6.3,0.26,0.21,4.0,0.03,125.0,0.9915,3.06,0.34,11.0,6
6.9,0.19,0.35,6.9,0.045,125.0,0.9933,3.1,0.44,11.0,7
6.9,0.25,0.26,5.2,0.024,135.0,0.9948,3.16,0.72,11.0,7
6.9,0.25,0.26,5.2,0.024,135.0,0.9948,3.16,0.72,11.0,7
7.4,0.25,0.37,6.9,0.02,93.0,0.9939,3.0,0.48,11.0,7
6.7,0.14,0.51,4.3,0.028,124.0,0.99176,2.91,0.54,11.0,7
7.0,0.13,0.37,12.85,0.042,105.0,0.99581,3.05,0.55,11.0,6
7.0,0.13,0.37,12.85,0.042,105.0,0.99581,3.05,0.55,11.0,6
6.3,0.23,0.22,3.75,0.039,116.0,0.9927,3.23,0.5,11.0,6
7.1,0.29,0.34,7.8,0.036,128.0,0.99397,3.21,0.4,11.0,6
7.1,0.29,0.34,7.8,0.036,128.0,0.99397,3.21,0.4,11.0,6
6.4,0.16,0.32,8.75,0.038,118.0,0.99449,3.19,0.41,11.0,5
6.8,0.2,0.28,12.6,0.048,136.0,0.99556,3.19,0.37,11.0,6
7.7,0.28,0.33,6.7,0.037,155.0,0.9951,3.39,0.62,11.0,7
7.4,0.37,0.35,5.7,0.061,94.0,0.9965,3.48,0.69,11.0,6
6.2,0.24,0.28,12.2,0.049,133.0,0.9952,3.19,0.37,11.0,6
6.8,0.2,0.38,4.7,0.04,103.0,0.994,3.37,0.58,11.0,6
6.9,0.24,0.33,4.8,0.04,131.0,0.9936,3.26,0.64,11.0,6
6.9,0.19,0.35,13.5,0.038,118.0,0.99546,3.0,0.63,11.0,6
6.5,0.43,0.18,13.15,0.032,131.0,0.99565,3.23,0.51,11.0,5
6.9,0.19,0.35,13.5,0.038,118.0,0.99546,3.0,0.63,11.0,6
6.9,0.19,0.35,13.5,0.038,118.0,0.99546,3.0,0.63,11.0,6
6.2,0.28,0.27,10.3,0.03,108.0,0.99388,3.2,0.36,11.0,6
6.2,0.28,0.27,10.3,0.03,108.0,0.99388,3.2,0.36,11.0,6
6.3,0.22,0.27,4.5,0.036,157.0,0.9928,3.05,0.76,11.0,7
5.9,0.27,0.27,9.0,0.051,136.0,0.9941,3.25,0.53,11.0,6
6.8,0.22,0.35,5.5,0.043,114.0,0.9938,3.3,0.53,11.0,7
6.3,0.3,0.2,3.7,0.039,132.0,0.99158,3.0,0.38,11.0,5
6.1,0.22,0.25,12.1,0.035,135.0,0.99481,3.21,0.4,11.0,5
8.2,0.34,0.49,8.0,0.046,223.0,0.996,3.08,0.52,11.0,6
7.7,0.25,0.49,2.5,0.047,169.0,0.99252,3.07,0.57,11.0,6
6.4,0.35,0.28,12.6,0.039,124.0,0.99539,3.2,0.43,11.0,6
7.2,0.3,0.3,8.7,0.022,111.0,0.99576,3.11,0.61,11.0,5
6.7,0.18,0.24,10.3,0.057,185.0,0.99519,3.12,0.5,11.0,6
6.8,0.18,0.24,9.8,0.058,188.0,0.9952,3.13,0.51,11.0,6
6.2,0.345,0.27,10.1,0.056,187.0,0.99486,3.31,0.56,11.0,5
6.1,0.41,0.2,12.6,0.032,136.0,0.99516,2.91,0.43,11.0,6
7.7,0.28,0.24,2.4,0.044,157.0,0.99312,3.27,0.56,11.0,6
7.5,0.18,0.45,4.6,0.041,158.0,0.9927,3.01,0.38,11.0,6
8.9,0.27,0.34,10.7,0.029,166.0,0.99669,3.13,0.48,11.0,5
8.1,0.33,0.36,7.4,0.037,156.0,0.99592,3.19,0.54,11.0,6
7.0,0.22,0.33,2.1,0.052,76.0,0.993,3.2,0.41,11.0,6
8.1,0.33,0.36,7.4,0.037,156.0,0.99592,3.19,0.54,11.0,6
6.3,0.28,0.22,11.5,0.036,150.0,0.99445,3.0,0.33,11.0,6
6.4,0.29,0.2,15.6,0.04,142.0,0.9962,3.1,0.54,11.0,5
6.4,0.21,0.34,16.05,0.04,142.0,0.99678,3.11,0.38,11.0,5
6.3,0.24,0.29,13.7,0.035,134.0,0.99567,3.17,0.38,11.0,6
7.2,0.2,0.36,2.5,0.028,157.0,0.9938,3.48,0.49,11.0,6
6.9,0.28,0.31,7.2,0.04,168.0,0.9946,3.29,0.57,11.0,7
8.2,0.31,0.43,7.0,0.047,87.0,0.99628,3.23,0.64,11.0,5
6.0,0.21,0.3,8.7,0.036,127.0,0.99368,3.18,0.39,11.0,5
6.8,0.26,0.22,4.8,0.041,198.0,0.99437,3.29,0.67,11.0,5
6.0,0.21,0.3,8.7,0.036,127.0,0.99368,3.18,0.39,11.0,5
5.7,0.21,0.37,4.5,0.04,140.0,0.99332,3.29,0.62,11.0,6
7.4,0.28,0.36,14.6,0.048,161.0,0.9968,3.14,0.56,11.0,5
6.6,0.22,0.3,14.7,0.045,136.0,0.99704,3.14,0.37,11.0,6
6.3,0.29,0.23,14.2,0.037,99.0,0.99528,3.08,0.38,11.0,6
7.2,0.21,0.31,10.5,0.035,122.0,0.99478,3.12,0.4,11.0,6
6.1,0.15,0.29,6.2,0.046,151.0,0.99471,3.6,0.44,11.0,6
7.5,0.31,0.24,7.1,0.031,141.0,0.99397,3.16,0.38,11.0,7
6.1,0.15,0.29,6.2,0.046,151.0,0.99471,3.6,0.44,11.0,6
6.9,0.38,0.28,8.3,0.062,166.0,0.99506,3.16,0.72,11.0,5
5.9,0.23,0.28,8.6,0.046,142.0,0.99432,3.23,0.53,11.0,6
6.3,0.24,0.29,13.7,0.035,134.0,0.99567,3.17,0.38,11.0,6
7.4,0.29,0.28,10.2,0.032,138.0,0.9951,3.1,0.47,11.0,6
6.8,0.23,0.3,6.95,0.044,179.0,0.9946,3.25,0.56,11.0,6
6.1,0.15,0.35,15.8,0.042,158.0,0.99642,3.24,0.37,11.0,5
6.7,0.27,0.26,2.3,0.043,181.0,0.99394,3.45,0.63,11.0,6
7.4,0.18,0.42,2.1,0.036,187.0,0.9938,3.4,0.41,11.0,7
7.9,0.12,0.49,5.2,0.049,152.0,0.9952,3.18,0.47,11.0,6
6.3,0.36,0.3,4.8,0.049,85.0,0.9932,3.28,0.39,11.0,5
6.8,0.25,0.34,4.7,0.031,134.0,0.9927,3.21,0.38,11.0,6
6.4,0.26,0.3,2.2,0.025,134.0,0.992,3.21,0.47,11.0,6
8.2,0.24,0.49,9.3,0.038,163.0,0.9952,3.02,0.33,11.0,6
8.0,0.28,0.42,7.1,0.045,169.0,0.9959,3.17,0.43,11.0,5
7.9,0.18,0.49,5.2,0.051,157.0,0.9953,3.18,0.48,11.0,6
6.7,0.31,0.3,2.1,0.038,130.0,0.9928,3.36,0.63,11.0,6
8.4,0.17,0.31,6.7,0.038,132.0,0.9945,3.1,0.32,11.0,7
7.7,0.29,0.48,2.3,0.049,178.0,0.9931,3.17,0.64,11.0,6
7.7,0.29,0.48,2.3,0.049,178.0,0.9931,3.17,0.64,11.0,6
7.3,0.29,0.29,4.6,0.029,155.0,0.9931,3.07,0.26,11.0,6
6.8,0.24,0.34,4.6,0.032,135.0,0.9927,3.2,0.39,11.0,5
6.8,0.25,0.34,4.7,0.031,134.0,0.9927,3.21,0.38,11.0,6
7.0,0.17,0.33,4.0,0.034,127.0,0.9934,3.19,0.39,11.0,7
7.9,0.18,0.49,5.2,0.051,157.0,0.9953,3.18,0.48,11.0,6
6.4,0.21,0.3,5.6,0.044,160.0,0.9949,3.6,0.41,11.0,6
8.0,0.28,0.42,7.1,0.045,169.0,0.9959,3.17,0.43,11.0,5
6.9,0.24,0.34,4.7,0.04,161.0,0.9935,3.2,0.59,11.0,6
6.0,0.16,0.3,6.7,0.043,153.0,0.9951,3.63,0.46,11.0,5
7.4,0.26,0.31,2.4,0.043,178.0,0.9941,3.42,0.68,11.0,6
7.9,0.11,0.49,4.5,0.048,133.0,0.9946,3.24,0.42,11.0,6
6.0,0.16,0.3,6.7,0.043,153.0,0.9951,3.63,0.46,11.0,5
5.9,0.46,0.14,2.7,0.042,160.0,0.9931,3.46,0.51,11.0,7
5.7,0.26,0.25,10.4,0.02,57.0,0.994,3.39,0.37,11.0,5
8.2,0.22,0.49,9.6,0.037,154.0,0.9951,3.02,0.33,11.0,6
8.0,0.2,0.4,5.2,0.055,167.0,0.9953,3.18,0.4,11.0,7
6.0,0.13,0.28,5.7,0.038,189.5,0.9948,3.59,0.43,11.0,7
5.8,0.315,0.19,19.4,0.031,106.0,0.99704,2.97,0.4,11.0,6
6.8,0.31,0.25,10.5,0.043,165.0,0.9972,3.36,0.55,11.0,6
6.2,0.29,0.29,5.6,0.046,178.0,0.99313,3.25,0.51,11.0,5
8.4,0.22,0.3,8.9,0.024,118.0,0.99456,2.99,0.34,10.0,6
7.6,0.19,0.38,10.6,0.06,174.0,0.9962,3.13,0.38,10.0,6
7.5,0.18,0.37,6.2,0.05,138.0,0.99546,3.2,0.55,10.0,6
8.6,0.16,0.49,7.3,0.043,63.0,0.9953,3.13,0.59,10.0,6
7.1,0.2,0.27,9.6,0.037,105.0,0.99444,3.04,0.37,10.0,7
7.0,0.28,0.39,8.7,0.051,141.0,0.9961,3.38,0.53,10.0,6
6.3,0.1,0.24,6.0,0.039,107.0,0.99511,3.59,0.49,10.0,7
5.7,0.15,0.47,11.4,0.035,128.0,0.99456,3.03,0.34,10.0,8
6.2,0.12,0.26,5.7,0.044,158.0,0.9951,3.52,0.37,10.0,6
6.3,0.37,0.51,6.3,0.048,146.0,0.9943,3.1,1.01,10.0,6
7.5,0.24,0.49,9.4,0.048,149.0,0.9962,3.17,0.59,10.0,7
6.8,0.21,0.26,11.7,0.038,152.0,0.99523,3.02,0.56,10.0,7
6.6,0.2,0.27,10.9,0.038,130.0,0.99496,3.11,0.44,10.0,7
5.6,0.245,0.25,9.7,0.032,68.0,0.994,3.31,0.34,10.0,5
7.9,0.22,0.49,3.8,0.042,105.0,0.993,3.1,0.39,10.0,5
7.1,0.2,0.41,2.1,0.054,166.0,0.9948,3.48,0.62,10.0,6
6.6,0.2,0.27,10.9,0.038,130.0,0.99496,3.11,0.44,10.0,7
6.0,0.25,0.4,5.7,0.052,152.0,0.99398,3.16,0.88,10.0,6
6.0,0.25,0.4,5.7,0.052,152.0,0.99398,3.16,0.88,10.0,6
6.6,0.24,0.35,7.7,0.031,135.0,0.9938,3.19,0.37,10.0,5
5.9,0.15,0.31,5.8,0.041,155.0,0.9945,3.52,0.46,10.0,6
6.1,0.25,0.18,10.5,0.049,124.0,0.9963,3.14,0.35,10.0,5
5.3,0.26,0.23,5.15,0.034,160.0,0.9952,3.82,0.51,10.0,7
6.4,0.46,0.22,14.7,0.047,183.0,0.998275,3.39,0.6,10.0,5
6.8,0.23,0.32,8.6,0.046,159.0,0.99452,3.08,0.52,10.0,6
6.8,0.18,0.28,8.5,0.047,242.0,0.9952,3.22,0.53,10.0,6
6.9,0.19,0.32,7.9,0.042,130.0,0.99456,3.4,0.39,10.0,6
6.8,0.19,0.4,9.85,0.055,103.0,0.99532,2.98,0.56,10.0,6
7.0,0.22,0.24,11.0,0.041,167.0,0.99508,2.98,0.56,10.0,6
6.9,0.18,0.38,6.5,0.039,110.0,0.9943,3.1,0.42,10.0,5
7.5,0.27,0.31,5.8,0.057,313.0,0.9946,3.18,0.59,10.0,5
8.5,0.23,0.4,9.9,0.036,88.0,0.9951,3.02,0.42,10.0,6
6.6,0.24,0.35,7.7,0.031,135.0,0.9938,3.19,0.37,10.0,5
5.6,0.41,0.22,7.1,0.05,154.0,0.9931,3.3,0.4,10.0,5
6.8,0.19,0.4,9.85,0.055,103.0,0.99532,2.98,0.56,10.0,6
8.5,0.23,0.28,11.1,0.033,97.0,0.99507,3.03,0.39,10.0,7
7.1,0.2,0.27,9.6,0.037,105.0,0.99444,3.04,0.37,10.0,7
6.4,0.24,0.49,5.8,0.053,120.0,0.9942,3.01,0.98,10.0,6
6.7,0.27,0.33,3.6,0.034,45.0,0.99144,3.08,0.4,10.0,6
7.1,0.25,0.3,2.4,0.042,122.0,0.994,3.43,0.61,10.0,6
6.7,0.18,0.19,4.7,0.046,161.0,0.9946,3.32,0.66,10.0,6
6.8,0.24,0.35,6.4,0.048,172.0,0.9944,3.29,0.55,10.0,7
6.9,0.23,0.38,8.3,0.047,162.0,0.9954,3.34,0.52,10.0,7
7.5,0.33,0.32,11.1,0.036,119.0,0.9962,3.15,0.34,10.0,6
6.4,0.24,0.49,5.8,0.053,120.0,0.9942,3.01,0.98,10.0,6
6.4,0.24,0.49,5.8,0.053,120.0,0.9942,3.01,0.98,10.0,6
6.7,0.27,0.33,3.6,0.034,45.0,0.99144,3.08,0.4,10.0,6
6.7,0.19,0.32,3.7,0.041,76.0,0.99173,2.9,0.57,10.0,7
5.6,0.15,0.31,5.3,0.038,79.0,0.9923,3.3,0.39,10.0,6
6.4,0.18,0.28,17.05,0.047,139.0,0.99724,3.25,0.35,10.0,6
6.5,0.2,0.24,9.2,0.044,150.0,0.99502,3.22,0.44,10.0,5
6.3,0.25,0.22,3.3,0.048,161.0,0.99256,3.16,0.5,10.0,6
7.2,0.26,0.32,10.4,0.062,114.0,0.9966,3.23,0.49,10.0,5
7.0,0.2,0.33,4.7,0.03,76.0,0.99202,2.88,0.54,10.0,6
6.2,0.24,0.27,16.8,0.04,129.0,0.99691,3.23,0.38,10.0,6
5.6,0.26,0.5,11.4,0.029,93.0,0.99428,3.23,0.49,10.0,6
5.9,0.25,0.24,7.4,0.044,113.0,0.99462,3.38,0.58,10.0,6
7.4,0.39,0.23,7.0,0.033,126.0,0.994,3.14,0.42,10.0,5
7.4,0.21,0.3,8.1,0.047,114.0,0.9941,3.12,0.35,10.0,6
6.9,0.23,0.32,16.4,0.045,153.0,0.9972,3.22,0.42,10.0,5
5.9,0.27,0.29,11.4,0.036,115.0,0.9949,3.35,0.48,10.0,8
6.4,0.24,0.49,5.8,0.053,120.0,0.9942,3.01,0.98,10.0,6
6.2,0.22,0.28,2.2,0.04,125.0,0.9917,3.19,0.48,10.0,6
6.2,0.22,0.28,2.2,0.04,125.0,0.9917,3.19,0.48,10.0,6
7.9,0.35,0.24,15.6,0.072,229.0,0.99785,3.03,0.59,10.0,6
7.7,0.28,0.29,6.9,0.041,163.0,0.9952,3.44,0.6,10.0,6
7.0,0.13,0.3,5.0,0.056,122.0,0.9945,3.47,0.42,10.0,6
6.7,0.39,0.31,2.7,0.054,202.0,0.9948,3.46,0.57,10.0,6
6.8,0.18,0.28,8.7,0.047,242.0,0.9952,3.22,0.53,10.0,6
6.2,0.22,0.28,2.2,0.04,125.0,0.9917,3.19,0.48,10.0,6
8.2,0.22,0.36,6.8,0.034,90.0,0.9944,3.01,0.38,10.0,8
6.3,0.25,0.22,3.3,0.048,161.0,0.99256,3.16,0.5,10.0,6
6.4,0.16,0.31,5.3,0.043,157.0,0.99455,3.35,0.47,10.0,5
6.1,0.22,0.28,16.55,0.059,135.0,0.99665,3.2,0.38,10.0,5
7.0,0.21,0.34,8.5,0.033,253.0,0.9953,3.22,0.56,10.0,6
7.0,0.21,0.34,8.5,0.033,253.0,0.9953,3.22,0.56,10.0,6
6.2,0.25,0.54,7.0,0.046,176.0,0.99454,3.19,0.7,10.0,5
7.2,0.32,0.4,8.7,0.038,154.0,0.99568,3.2,0.47,10.0,6
6.7,0.16,0.49,2.4,0.046,187.0,0.9952,3.62,0.81,10.0,6
7.2,0.32,0.4,8.7,0.038,154.0,0.99568,3.2,0.47,10.0,6
7.1,0.2,0.31,6.85,0.053,211.0,0.99587,3.31,0.59,10.0,6
7.3,0.26,0.3,9.3,0.05,154.0,0.99581,3.21,0.5,10.0,6
6.2,0.3,0.2,6.6,0.045,170.0,0.9944,3.36,0.45,10.0,6
7.7,0.3,0.26,18.95,0.053,174.0,0.99976,3.2,0.5,10.0,5
6.9,0.15,0.28,4.4,0.029,107.0,0.99347,3.24,0.46,10.0,8
6.2,0.26,0.2,8.0,0.047,111.0,0.99445,3.11,0.42,10.0,6
7.0,0.2,0.31,8.0,0.05,213.0,0.99596,3.28,0.57,10.0,6
6.2,0.25,0.54,7.0,0.046,176.0,0.99454,3.19,0.7,10.0,5
6.9,0.15,0.28,4.4,0.029,107.0,0.99347,3.24,0.46,10.0,8
7.1,0.2,0.31,7.4,0.053,211.0,0.99587,3.31,0.59,10.0,6
7.1,0.2,0.31,7.4,0.053,211.0,0.99587,3.31,0.59,10.0,6
7.3,0.17,0.24,8.1,0.121,162.0,0.99508,3.17,0.38,10.0,8
5.7,0.27,0.16,9.0,0.053,111.0,0.99474,3.36,0.37,10.0,6
6.8,0.29,0.34,3.5,0.054,189.0,0.99489,3.42,0.58,10.0,5
6.4,0.12,0.49,6.4,0.042,161.0,0.9945,3.34,0.44,10.0,6
6.3,0.22,0.22,5.6,0.039,128.0,0.99296,3.12,0.46,10.0,6
6.2,0.25,0.54,7.0,0.046,176.0,0.99454,3.19,0.7,10.0,5
7.7,0.31,0.26,7.8,0.031,90.0,0.9944,3.13,0.5,10.0,5
7.4,0.32,0.22,11.7,0.035,150.0,0.99578,3.1,0.45,10.0,5
7.0,0.21,0.22,5.1,0.048,168.0,0.9945,3.34,0.49,10.0,6
7.1,0.2,0.31,6.85,0.053,211.0,0.99587,3.31,0.59,10.0,6
5.7,0.25,0.32,12.2,0.041,127.0,0.99524,3.23,0.53,10.0,7
5.7,0.27,0.16,9.0,0.053,111.0,0.99474,3.36,0.37,10.0,6
